purchase_id,store_id,account_number,total_price,online
310,883,539-23-6357,769,FALSE
311,854,654-63-5831,97,TRUE
312,185,134-67-9489,121,FALSE
313,419,562-63-6131,289,FALSE
314,569,544-68-9322,715,FALSE
315,571,183-20-1510,564,FALSE
316,602,891-05-7066,653,TRUE
317,569,317-63-7113,324,TRUE
318,128,347-36-2377,806,FALSE
319,10,895-83-6299,197,FALSE
320,917,685-69-1033,954,FALSE
321,692,802-64-2321,363,TRUE
322,276,744-29-5705,555,TRUE
323,927,108-40-2276,847,TRUE
324,765,599-01-7049,115,TRUE
325,443,376-96-4595,520,TRUE
326,257,327-07-0171,673,FALSE
327,42,506-35-9884,672,FALSE
328,884,723-56-2798,238,TRUE
329,373,440-75-7787,91,TRUE
330,86,322-13-6385,667,FALSE
331,903,645-97-8183,288,TRUE
332,575,289-47-2766,372,FALSE
333,370,647-63-5338,872,FALSE
334,259,202-56-2636,684,FALSE
335,51,834-01-0978,248,TRUE
336,573,802-77-7694,185,TRUE
337,900,606-26-2886,172,TRUE
338,176,507-24-3298,377,FALSE
339,531,459-71-2811,465,FALSE
340,479,783-89-9790,583,TRUE
341,822,255-36-7262,607,FALSE
342,190,558-61-5595,494,TRUE
343,405,826-41-5893,448,FALSE
344,837,364-61-9070,197,FALSE
345,242,791-59-5918,848,TRUE
346,435,216-03-9949,43,TRUE
347,723,384-37-4508,510,TRUE
348,38,547-61-2557,552,TRUE
349,828,269-11-2893,513,FALSE
350,356,706-91-2942,644,TRUE
351,639,287-47-5334,991,FALSE
352,200,436-11-9471,858,FALSE
353,397,266-03-8860,673,FALSE
354,676,899-79-2825,891,FALSE
355,450,111-19-2672,738,FALSE
356,554,254-90-9060,411,FALSE
357,942,645-32-4507,40,FALSE
358,562,544-41-2728,80,TRUE
359,780,799-64-1237,978,TRUE
360,45,790-09-7287,487,TRUE
361,847,516-01-5852,115,FALSE
362,668,274-66-0433,652,TRUE
363,175,760-15-4663,642,FALSE
364,619,838-25-8565,512,TRUE
365,759,785-75-5010,24,FALSE
366,715,783-19-7361,532,FALSE
367,891,329-09-0783,658,TRUE
368,137,725-60-1990,683,FALSE
369,870,408-17-9572,549,FALSE
370,807,722-25-8361,52,TRUE
371,864,352-34-6287,441,TRUE
372,137,678-33-7250,675,FALSE
373,974,570-72-6920,868,TRUE
374,930,362-04-7008,708,TRUE
375,731,234-10-6290,186,FALSE
376,709,213-63-3609,709,TRUE
377,193,686-50-9424,607,FALSE
378,928,723-66-9804,243,FALSE
379,421,392-36-8233,53,FALSE
380,408,774-56-0833,981,FALSE
381,274,422-04-0267,400,FALSE
382,214,741-20-8311,967,FALSE
383,874,573-27-0911,122,TRUE
384,8,853-15-6223,42,FALSE
385,993,638-45-6046,620,TRUE
386,332,746-30-0151,924,FALSE
387,911,874-37-5758,409,TRUE
388,847,841-58-7053,147,TRUE
389,785,300-56-2042,62,FALSE
390,269,397-52-2180,84,FALSE
391,591,496-39-1817,778,FALSE
392,660,828-56-7801,331,FALSE
393,618,442-24-1360,948,FALSE
394,458,526-47-1365,516,FALSE
395,868,830-18-8623,340,TRUE
396,129,406-61-5626,622,FALSE
397,356,367-13-2429,373,TRUE
398,907,784-37-4364,138,FALSE
399,249,573-90-6792,822,TRUE
400,801,397-61-0664,76,FALSE
401,389,351-01-9923,542,TRUE
402,313,878-62-3873,704,FALSE
403,14,449-35-3008,22,FALSE
404,365,860-65-3741,577,TRUE
405,192,322-55-5922,130,FALSE
406,433,500-84-3585,618,TRUE
407,70,376-57-6594,961,TRUE
408,214,553-56-4186,92,FALSE
409,459,637-88-9613,729,TRUE
410,660,789-78-6772,878,TRUE
411,912,561-93-9552,175,TRUE
412,869,685-13-6229,133,TRUE
413,474,809-92-2633,616,FALSE
414,257,246-61-1916,808,FALSE
415,591,543-29-2118,116,TRUE
416,862,454-17-2329,793,FALSE
417,393,673-35-6174,801,FALSE
418,860,114-90-3998,683,FALSE
419,563,817-21-4374,915,FALSE
420,329,251-02-3055,171,FALSE
421,481,264-81-8856,682,TRUE
422,855,149-55-4818,647,TRUE
423,737,170-64-6605,401,TRUE
424,895,454-31-8464,625,TRUE
425,415,789-37-9069,334,TRUE
426,730,420-29-9908,749,TRUE
427,834,280-22-5089,207,FALSE
428,571,647-22-9766,107,FALSE
429,586,786-97-7604,762,FALSE
430,908,624-74-2310,571,FALSE
431,232,464-04-4529,842,TRUE
432,997,231-26-8399,56,TRUE
433,52,706-52-3712,876,FALSE
434,583,816-35-8922,697,TRUE
435,967,592-50-4857,955,TRUE
436,460,779-70-8320,401,FALSE
437,626,779-48-6122,391,TRUE
438,631,525-65-7719,354,TRUE
439,780,486-88-0753,301,TRUE
440,744,141-23-5908,602,TRUE
441,187,508-95-2994,515,FALSE
442,904,759-03-6425,368,FALSE
443,354,224-33-1956,444,TRUE
444,599,324-60-9131,568,TRUE
445,92,302-90-2227,278,TRUE
446,306,853-72-2211,658,TRUE
447,87,525-62-1670,21,TRUE
448,698,773-46-0443,985,TRUE
449,747,302-73-7877,278,FALSE
450,890,193-56-4646,703,TRUE
451,233,115-58-3517,715,FALSE
452,771,270-78-0292,565,FALSE
453,120,148-26-7563,85,TRUE
454,496,426-47-3659,434,FALSE
455,517,818-79-1583,454,FALSE
456,198,810-66-0024,974,TRUE
457,455,625-89-1229,82,TRUE
458,320,711-74-6911,812,TRUE
459,478,159-50-1744,31,TRUE
460,108,546-27-0644,383,FALSE
461,9,406-87-9769,109,FALSE
462,101,502-90-3144,33,FALSE
463,746,112-28-7690,205,FALSE
464,38,349-08-6100,52,TRUE
465,843,873-38-0356,210,FALSE
466,618,318-18-7469,539,TRUE
467,879,387-73-2299,81,TRUE
468,540,812-16-3983,70,TRUE
469,884,816-08-2164,533,TRUE
470,702,861-26-1752,198,TRUE
471,477,447-84-4580,164,FALSE
472,318,144-96-6487,822,FALSE
473,689,335-79-7181,206,FALSE
474,317,210-43-7024,178,TRUE
475,694,335-27-9110,95,TRUE
476,280,511-43-9723,264,FALSE
477,3,207-22-2207,478,FALSE
478,504,301-48-6028,79,FALSE
479,469,893-71-2998,281,TRUE
480,156,536-58-5943,755,FALSE
481,342,191-97-5055,475,TRUE
482,92,657-13-1138,177,TRUE
483,141,797-08-3109,589,TRUE
484,385,670-99-8945,608,TRUE
485,897,549-13-6397,573,FALSE
486,641,660-77-8734,306,FALSE
487,180,886-48-0650,515,FALSE
488,88,489-49-7146,915,FALSE
489,518,337-08-2810,666,FALSE
490,308,887-33-5863,936,TRUE
491,11,634-87-7452,996,FALSE
492,945,416-28-3510,253,TRUE
493,204,203-05-5328,704,TRUE
494,808,337-56-0408,469,FALSE
495,723,406-31-6688,681,FALSE
496,907,441-56-8531,17,TRUE
497,124,710-06-0252,11,TRUE
498,120,596-86-5851,636,FALSE
499,862,199-08-9171,409,TRUE
500,24,505-92-2637,87,TRUE
501,104,649-78-7970,847,FALSE
502,551,255-19-3397,634,TRUE
503,673,555-55-6095,338,TRUE
504,780,452-52-8976,69,FALSE
505,512,106-57-4893,617,FALSE
506,964,413-51-1090,742,FALSE
507,466,269-68-7064,764,FALSE
508,31,625-28-4910,513,TRUE
509,84,806-10-7812,461,FALSE
510,745,166-08-1527,989,FALSE
511,710,407-01-2412,998,TRUE
512,81,251-92-5902,51,FALSE
513,926,183-21-3516,979,TRUE
514,616,537-16-8464,98,FALSE
515,238,669-99-1092,403,TRUE
516,157,797-53-3419,769,TRUE
517,461,335-38-7386,394,FALSE
518,299,369-10-3554,234,FALSE
519,479,438-87-7330,650,TRUE
520,833,495-65-3657,453,FALSE
521,155,388-58-8161,966,TRUE
522,196,263-83-2533,276,FALSE
523,972,853-32-2838,818,FALSE
524,933,384-14-0392,619,TRUE
525,234,643-89-4141,156,TRUE
526,729,379-52-5431,635,FALSE
527,666,750-58-9441,925,FALSE
528,470,787-86-5060,60,FALSE
529,524,825-35-7522,14,TRUE
530,31,463-22-3066,934,FALSE
531,913,391-51-1779,404,FALSE
532,138,483-96-3097,515,TRUE
533,658,568-43-5922,620,TRUE
534,530,889-82-1283,488,TRUE
535,843,345-33-5921,286,TRUE
536,729,488-99-5936,868,FALSE
537,740,141-75-2750,759,TRUE
538,167,703-30-5004,282,TRUE
539,284,693-99-4613,768,TRUE
540,570,823-86-6478,104,TRUE
541,266,732-44-6436,493,TRUE
542,631,101-19-6126,446,FALSE
543,251,834-32-5648,389,FALSE
544,342,397-54-1466,218,FALSE
545,934,462-91-5571,856,TRUE
546,283,457-82-0068,105,FALSE
547,447,382-50-1132,524,TRUE
548,685,234-91-1623,242,FALSE
549,357,611-35-1323,205,TRUE
550,657,500-75-6895,572,FALSE
551,693,511-67-6582,610,FALSE
552,542,611-87-9988,956,FALSE
553,707,459-33-8051,718,FALSE
554,643,117-62-7288,716,TRUE
555,403,463-90-7035,475,FALSE
556,308,792-41-3357,204,TRUE
557,276,588-17-5281,490,TRUE
558,508,856-70-3191,804,TRUE
559,901,707-60-4939,867,TRUE
560,457,696-70-0642,371,TRUE
561,555,568-20-4182,17,TRUE
562,725,426-55-5792,560,TRUE
563,469,664-83-9050,921,FALSE
564,529,158-99-3924,987,TRUE
565,240,892-69-9455,80,FALSE
566,34,642-46-3208,461,TRUE
567,301,329-37-9331,348,FALSE
568,127,434-77-4536,294,TRUE
569,584,456-74-9346,467,FALSE
570,293,606-66-6447,699,TRUE
571,510,647-50-1998,31,TRUE
572,1000,688-32-1683,25,FALSE
573,911,122-30-8631,836,FALSE
574,39,857-44-1945,907,TRUE
575,881,438-95-6948,29,FALSE
576,931,655-29-2131,550,FALSE
577,152,699-01-0943,759,TRUE
578,561,662-47-7400,680,FALSE
579,52,107-74-5191,649,FALSE
580,363,856-48-2900,887,FALSE
581,328,319-16-3288,442,FALSE
582,82,760-81-8120,857,FALSE
583,169,465-75-1324,113,FALSE
584,21,669-83-0931,933,TRUE
585,277,894-29-3548,911,FALSE
586,925,595-24-5423,544,TRUE
587,173,421-83-8578,923,FALSE
588,148,886-32-2337,358,TRUE
589,859,189-39-1815,548,TRUE
590,285,862-20-5704,576,TRUE
591,853,321-91-6101,94,FALSE
592,151,627-16-1282,640,TRUE
593,615,213-61-3180,669,TRUE
594,314,684-41-5636,512,FALSE
595,957,204-68-8461,817,TRUE
596,224,733-37-4127,89,TRUE
597,932,716-66-6908,268,FALSE
598,548,533-71-2857,112,FALSE
599,475,812-33-5116,682,FALSE
600,171,805-42-5619,135,FALSE
601,761,620-78-6650,495,TRUE
602,838,413-19-0774,995,TRUE
603,705,400-32-2975,816,TRUE
604,797,133-20-4496,425,FALSE
605,111,325-91-0276,927,TRUE
606,591,222-42-9282,711,FALSE
607,127,565-05-6134,471,FALSE
608,404,564-32-8176,196,TRUE
609,694,384-13-8390,587,FALSE
610,595,254-49-1647,199,FALSE
611,475,713-15-6515,264,FALSE
612,293,435-50-2005,203,FALSE
613,757,597-28-4907,323,FALSE
614,83,858-07-1750,616,TRUE
615,928,146-82-0091,259,FALSE
616,189,714-36-2915,90,FALSE
617,945,496-51-3884,258,TRUE
618,507,529-30-1140,126,FALSE
619,135,447-61-2042,134,TRUE
620,390,136-15-3457,758,TRUE
621,649,711-81-7795,28,FALSE
622,851,635-09-9688,376,TRUE
623,712,857-68-6235,488,FALSE
624,363,750-57-7082,83,TRUE
625,565,223-86-3672,517,TRUE
626,455,800-68-1572,296,TRUE
627,122,785-18-0068,804,FALSE
628,590,337-16-6121,548,TRUE
629,764,185-72-4465,899,FALSE
630,793,511-83-2893,119,FALSE
631,405,695-06-9171,198,TRUE
632,583,599-97-2537,300,FALSE
633,409,716-57-5094,371,TRUE
634,467,672-70-7686,206,FALSE
635,686,160-60-9037,321,FALSE
636,711,464-41-3537,746,TRUE
637,7,896-53-3015,605,TRUE
638,825,800-76-8969,178,TRUE
639,727,782-45-2939,100,FALSE
640,92,425-48-1723,882,FALSE
641,206,127-29-1448,584,FALSE
642,411,330-05-3850,341,FALSE
643,165,456-10-9693,231,TRUE
644,208,209-22-5288,109,FALSE
645,206,593-41-5878,435,TRUE
646,959,445-84-3467,929,TRUE
647,249,237-59-2111,374,TRUE
648,37,199-35-1212,717,FALSE
649,464,288-86-0047,471,TRUE
650,140,819-40-1111,215,TRUE
651,280,238-80-8937,722,TRUE
652,370,382-40-7091,757,FALSE
653,635,446-97-3599,303,TRUE
654,418,504-57-6610,130,TRUE
655,319,498-99-0301,778,FALSE
656,287,621-38-3145,833,FALSE
657,637,842-56-1512,159,FALSE
658,926,411-23-5786,939,TRUE
659,419,465-65-8426,3,FALSE
660,852,563-74-4914,656,FALSE
661,5,617-84-5321,252,TRUE
662,481,499-13-9223,787,TRUE
663,561,353-59-7422,198,FALSE
664,380,486-34-7993,954,TRUE
665,628,225-29-8483,109,FALSE
666,762,829-59-0818,236,TRUE
667,374,274-72-0886,995,FALSE
668,870,278-71-8831,842,TRUE
669,454,712-31-3991,191,FALSE
670,169,881-77-3475,246,TRUE
671,194,558-23-8366,673,FALSE
672,569,328-67-1918,263,TRUE
673,170,878-69-6738,549,FALSE
674,362,320-31-4616,884,FALSE
675,579,888-82-5242,644,FALSE
676,361,558-78-6326,305,FALSE
677,512,509-14-5912,321,TRUE
678,501,380-37-3232,218,TRUE
679,558,533-33-7117,458,TRUE
680,251,403-32-2470,678,FALSE
681,999,261-75-1333,346,FALSE
682,192,790-26-1626,664,FALSE
683,478,266-44-2782,741,TRUE
684,929,646-86-0530,581,TRUE
685,533,866-95-3329,941,FALSE
686,24,495-71-1560,786,FALSE
687,196,824-50-2925,498,TRUE
688,147,832-66-4132,995,FALSE
689,916,857-12-5544,310,TRUE
690,970,396-45-4586,400,FALSE
691,703,890-33-4766,508,TRUE
692,712,513-87-9096,261,TRUE
693,155,245-45-6745,993,TRUE
694,515,289-41-1461,214,TRUE
695,613,238-94-6068,103,FALSE
696,878,470-18-1488,262,TRUE
697,948,757-07-1101,218,TRUE
698,62,242-74-0395,108,TRUE
699,909,130-90-2618,244,TRUE
700,422,733-01-7121,934,TRUE
701,855,223-87-1341,587,TRUE
702,741,857-36-5010,352,TRUE
703,463,462-56-3055,62,TRUE
704,950,302-53-2514,135,TRUE
705,559,571-66-0295,794,TRUE
706,224,714-54-5109,671,FALSE
707,372,828-64-0551,281,TRUE
708,878,821-92-4779,779,FALSE
709,297,438-18-5927,340,TRUE
710,517,209-17-3337,164,FALSE
711,732,626-98-8924,781,TRUE
712,763,182-36-8827,659,TRUE
713,299,852-37-6044,21,TRUE
714,44,266-47-7290,626,TRUE
715,101,462-58-7582,447,FALSE
716,302,126-19-9497,530,FALSE
717,911,863-03-7640,50,FALSE
718,881,382-87-8623,922,FALSE
719,205,780-61-8936,491,FALSE
720,96,485-54-4812,409,FALSE
721,679,487-90-5922,463,TRUE
722,339,617-58-6796,864,FALSE
723,765,493-02-9094,778,FALSE
724,26,878-91-9760,60,FALSE
725,269,178-04-1331,187,FALSE
726,762,309-67-5713,329,FALSE
727,550,760-92-6028,965,FALSE
728,163,677-32-1991,112,FALSE
729,467,435-22-5995,798,TRUE
730,102,537-40-9197,367,FALSE
731,593,113-70-2142,99,FALSE
732,368,791-04-4070,957,FALSE
733,191,366-02-9954,137,FALSE
734,417,100-85-3307,381,FALSE
735,226,774-69-8558,344,FALSE
736,236,784-80-3158,136,TRUE
737,208,864-01-1924,271,TRUE
738,510,873-49-3338,519,FALSE
739,599,610-21-9495,471,FALSE
740,958,566-17-6300,573,TRUE
741,226,715-05-2494,311,FALSE
742,291,519-17-8210,325,TRUE
743,322,879-72-6459,243,TRUE
744,245,813-32-7549,123,FALSE
745,873,416-46-0681,497,TRUE
746,400,682-07-9492,371,FALSE
747,252,734-68-4112,634,TRUE
748,305,475-61-3791,343,TRUE
749,805,633-22-5838,672,FALSE
750,833,859-16-6065,435,FALSE
751,892,245-17-3608,164,TRUE
752,379,271-79-3718,827,TRUE
753,616,181-09-3485,460,FALSE
754,628,253-23-2520,555,FALSE
755,18,143-64-1746,98,FALSE
756,536,374-02-6018,214,FALSE
757,526,278-85-7022,299,FALSE
758,135,358-03-0243,450,TRUE
759,857,120-91-8323,55,FALSE
760,603,385-52-0156,231,FALSE
761,525,433-74-6135,1,FALSE
762,970,398-46-7990,591,TRUE
763,299,463-82-2466,554,FALSE
764,486,718-51-1605,34,TRUE
765,760,726-45-5553,879,TRUE
766,580,715-03-2422,576,TRUE
767,216,481-50-4113,346,TRUE
768,432,135-84-7928,922,TRUE
769,644,113-76-8411,559,FALSE
770,224,752-60-1884,50,FALSE
771,297,724-71-6574,790,FALSE
772,426,722-81-4677,847,TRUE
773,963,685-95-1486,368,TRUE
774,764,480-26-5461,209,FALSE
775,303,878-10-7755,906,FALSE
