purchase_id	store_id	account_number	total_price	online
313	755	379	419	false
314	358	265	482	true
315	517	108	631	false
316	599	706	945	false
317	58	706	769	true
318	508	887	31	true
319	461	128	823	true
320	597	95	679	false
321	437	940	786	false
322	934	307	917	true
323	472	487	358	false
324	422	477	878	false
325	513	663	52	true
326	376	368	541	true
327	43	568	989	false
328	648	637	615	true
329	74	414	77	true
330	400	440	789	false
331	589	45	259	false
332	485	798	844	true
333	169	67	201	false
334	999	482	588	true
335	467	663	881	false
336	129	602	725	false
337	242	154	771	true
338	845	4	703	true
339	887	993	333	true
340	74	525	737	false
341	406	403	89	true
342	83	480	198	false
343	866	106	645	false
344	321	576	467	true
345	713	361	107	false
346	294	13	765	false
347	357	854	35	false
348	922	885	730	true
349	669	789	599	false
350	196	685	476	true
351	869	514	950	true
352	611	240	394	true
353	384	108	475	false
354	263	926	114	true
355	996	621	2	false
356	319	265	927	false
357	370	320	864	false
358	885	366	193	true
359	101	511	608	true
360	54	55	812	false
361	269	636	443	false
362	828	247	14	false
363	866	123	803	false
364	810	742	276	true
365	508	821	234	false
366	798	736	207	true
367	860	151	246	true
368	585	85	468	false
369	675	967	857	true
370	731	313	941	true
371	553	215	558	true
372	256	483	392	true
373	243	545	926	true
374	892	448	671	false
375	720	150	524	true
376	86	184	860	true
377	723	736	818	true
378	636	937	568	true
379	268	69	195	true
380	870	714	555	false
381	41	16	554	false
382	934	552	280	false
383	573	284	368	true
384	568	342	563	false
385	639	932	303	true
386	1000	942	42	false
387	483	803	916	true
388	559	490	458	false
389	905	205	734	false
390	297	161	552	true
391	269	432	335	true
392	832	60	546	false
393	932	607	989	false
394	514	178	878	true
395	289	130	277	true
396	849	474	672	true
397	200	627	230	false
398	57	909	578	false
399	105	664	66	false
400	1	680	222	true
401	687	936	953	true
402	690	297	33	true
403	75	804	304	false
404	283	932	467	true
405	499	302	49	true
406	51	223	656	false
407	943	482	612	true
408	686	379	857	false
409	376	532	67	true
410	986	992	920	false
411	737	565	726	true
412	25	742	909	true
413	544	420	39	false
414	805	828	197	false
415	583	830	280	false
416	772	243	545	true
417	236	16	606	true
418	960	267	217	true
419	213	313	409	false
420	770	94	122	false
421	784	344	721	false
422	740	150	958	true
423	422	549	304	true
424	451	796	926	true
425	720	538	840	true
426	999	707	566	false
427	464	319	914	true
428	400	402	976	false
429	520	978	318	true
430	37	454	16	true
431	816	19	340	false
432	410	124	509	true
433	918	755	952	false
434	942	817	995	false
435	51	563	318	false
436	783	255	8	true
437	152	174	115	false
438	16	956	491	false
439	240	631	847	true
440	843	519	967	false
441	578	687	178	true
442	99	364	253	false
443	811	10	631	false
444	987	615	480	true
445	961	472	900	true
446	890	236	907	false
447	105	227	648	false
448	604	336	816	false
449	82	44	919	true
450	819	8	939	false
451	762	246	973	true
452	878	963	647	false
453	363	862	828	true
454	152	147	479	false
455	597	703	259	false
456	508	566	546	true
457	783	623	871	true
458	562	506	170	true
459	880	12	631	true
460	716	882	712	false
461	922	933	37	false
462	420	204	872	true
463	895	881	146	false
464	208	195	644	true
465	413	282	681	true
466	621	437	904	true
467	374	459	42	false
468	543	683	592	false
469	953	423	283	true
470	579	318	381	true
471	757	257	558	true
472	864	215	920	false
473	106	503	259	false
474	300	609	684	true
475	592	530	1000	true
476	503	420	531	false
477	513	327	500	true
478	615	153	69	false
479	794	666	193	false
480	732	993	130	false
481	759	340	244	false
482	744	650	48	true
483	560	704	391	false
484	383	653	60	false
485	741	913	836	false
486	947	673	884	false
487	90	125	755	true
488	97	918	811	true
489	611	822	460	false
490	761	511	471	false
491	118	842	837	false
492	40	288	500	true
493	993	436	36	false
494	642	954	960	true
495	235	153	756	false
496	930	644	581	false
497	510	117	78	false
498	292	995	846	true
499	326	468	554	true
500	609	886	165	false
501	89	132	152	false
502	455	829	588	true
503	745	868	637	false
504	900	833	137	false
505	424	208	453	false
506	736	674	57	false
507	882	422	610	false
508	555	517	179	false
509	986	564	770	true
510	209	269	79	false
511	635	462	727	false
512	984	490	887	false
513	727	362	234	true
514	285	168	790	true
515	952	524	875	false
516	102	729	12	false
517	208	898	948	true
518	974	727	578	false
519	424	835	137	true
520	272	329	278	false
521	123	30	542	false
522	379	155	374	false
523	1000	358	839	false
524	922	312	235	true
525	573	187	314	true
526	351	422	721	false
527	20	293	351	true
528	355	753	39	true
529	651	980	103	false
530	853	347	39	false
531	556	653	442	false
532	651	958	380	false
533	776	806	650	true
534	608	752	801	true
535	983	370	163	false
536	789	312	173	true
537	585	127	975	true
538	483	849	435	false
539	9	603	297	false
540	998	842	617	false
541	111	250	883	false
542	278	199	668	true
543	562	604	605	true
544	832	622	74	true
545	787	742	322	false
546	827	825	353	true
547	878	653	630	false
548	324	811	321	true
549	50	36	680	false
550	134	892	696	false
551	417	499	395	true
552	129	894	827	true
553	507	857	136	false
554	123	143	444	true
555	659	777	303	false
556	299	576	250	true
557	735	554	578	false
558	258	384	752	false
559	414	916	93	false
560	812	851	156	true
561	563	546	765	true
562	893	477	935	true
563	589	31	820	true
564	225	82	204	true
565	787	12	998	true
566	748	16	578	true
567	961	546	387	true
568	880	311	136	true
569	13	120	982	true
570	928	80	588	true
571	149	277	287	true
572	455	252	599	true
573	529	775	991	true
574	315	736	440	true
575	81	730	550	false
576	641	478	706	true
577	765	599	407	true
578	308	381	802	false
579	152	17	940	true
580	927	355	78	false
581	727	203	16	false
582	76	925	774	true
583	861	11	314	false
584	229	593	671	false
585	778	277	653	false
586	369	510	708	false
587	891	84	477	false
588	926	458	282	false
589	882	960	586	true
590	580	511	300	false
591	402	729	127	false
592	594	673	911	true
593	601	40	376	false
594	616	538	843	true
595	835	29	711	true
596	669	586	198	true
597	702	375	878	false
598	673	906	848	false
599	280	584	744	false
600	352	813	421	false
601	679	402	758	false
602	702	261	448	true
603	389	459	810	true
604	968	641	720	true
605	961	194	591	true
606	153	284	981	false
607	783	928	283	true
608	625	968	479	true
609	447	328	556	true
610	879	836	481	false
611	960	568	282	false
612	902	558	353	false
613	714	444	40	true
614	615	703	910	true
615	250	900	238	false
616	851	222	186	false
617	38	350	693	false
618	906	752	343	false
619	862	960	555	true
620	949	803	290	false
621	610	418	822	false
622	232	546	658	false
623	258	433	515	true
624	695	321	132	false
625	162	172	256	false
626	457	967	43	false
627	744	236	539	false
628	317	535	761	true
629	658	434	745	false
630	813	561	559	false
631	514	371	121	true
632	107	776	364	true
633	191	122	700	true
634	94	183	375	true
635	8	284	746	true
636	714	224	501	false
637	824	3	150	false
638	371	204	163	false
639	195	184	29	false
640	370	576	901	true
641	501	243	165	false
642	684	805	566	true
643	129	891	890	false
644	41	115	144	true
645	789	677	380	false
646	384	738	83	false
647	258	334	71	false
648	909	970	952	false
649	60	495	138	true
650	719	904	39	false
651	415	510	163	false
652	831	256	637	false
653	379	430	775	true
654	798	882	858	false
655	386	847	425	false
656	239	100	328	true
657	160	627	17	true
658	441	493	259	false
659	497	435	176	false
660	735	497	831	false
661	765	956	191	true
662	803	373	924	true
663	797	243	766	false
664	494	333	711	false
665	14	365	3	true
666	24	649	460	false
667	341	761	782	false
668	107	738	505	true
669	15	584	153	true
670	653	878	593	true
671	965	539	181	true
672	131	38	375	false
673	222	200	943	false
674	382	420	548	false
675	108	723	58	false
676	365	818	276	false
677	446	412	603	true
678	11	869	810	false
679	278	811	295	true
680	335	700	8	true
681	760	593	865	true
682	694	89	748	false
683	231	711	609	false
684	527	101	41	true
685	778	9	151	false
686	88	177	535	false
687	602	268	532	false
688	656	850	576	true
689	161	387	945	false
690	153	997	674	false
691	838	657	640	true
692	44	444	537	true
693	342	921	595	true
694	913	199	674	false
695	774	50	917	true
696	141	268	462	true
697	261	76	806	false
698	724	278	728	false
699	86	812	745	true
700	97	620	510	true
701	690	570	205	true
702	226	67	597	false
703	370	911	774	true
704	89	741	947	false
705	72	876	863	true
706	912	41	166	false
707	12	357	151	false
708	996	329	332	false
709	705	555	399	false
710	640	925	486	true
711	551	449	483	true
712	791	616	579	false
713	207	442	512	false
714	842	151	48	false
715	209	711	465	true
716	381	14	115	true
717	6	942	211	false
718	547	307	70	true
719	150	132	461	false
720	120	298	481	true
721	827	337	265	true
722	154	549	921	true
723	840	514	759	true
724	453	493	781	true
725	173	357	941	true
726	203	671	980	true
727	502	791	637	false
728	204	490	842	true
729	811	211	601	true
730	38	430	523	false
731	738	167	874	true
732	713	431	415	false
733	227	340	905	false
734	845	308	206	true
735	246	712	994	false
736	419	117	896	false
737	980	930	492	false
738	697	348	59	false
739	489	325	708	true
740	361	803	82	true
741	815	39	618	true
742	834	317	921	true
743	404	360	366	true
744	755	174	293	false
745	98	662	270	true
746	20	195	70	false
747	879	260	222	false
748	211	682	572	false
749	120	779	921	true
750	991	811	765	false
751	776	482	457	false
752	896	341	736	true
753	30	635	567	false
754	396	856	544	false
755	680	297	335	false
756	345	864	874	true
757	302	65	12	false
758	953	640	342	true
759	276	969	93	true
760	160	894	214	false
761	915	908	509	false
762	429	59	258	false
763	528	890	375	false
764	51	33	839	true
765	703	583	867	true
766	566	323	827	true
767	428	852	141	true
768	350	374	795	false
769	125	116	991	true
770	104	974	42	true
771	415	567	807	true
772	519	878	919	false
773	828	936	279	true
774	336	837	728	false
775	246	660	152	true
776	220	152	269	true
777	447	703	732	true
778	159	581	514	true
779	144	155	929	true
780	559	135	428	false
781	522	408	971	false
782	813	491	549	false
783	404	516	28	false
784	225	579	757	true
785	274	130	456	false
786	458	799	596	true
787	507	428	311	false
788	684	478	319	true
789	974	370	196	true
790	526	577	505	true
791	920	44	43	true
792	307	738	756	false
793	299	822	111	true
794	88	210	402	true
795	927	251	60	true
796	830	292	156	false
797	203	960	993	false
798	561	677	975	true
799	412	984	74	false
800	222	284	473	false
801	10	936	968	false
802	61	414	740	true
803	608	706	360	true
804	430	652	311	false
805	591	619	883	true
806	683	346	500	true
807	479	604	250	true
808	223	174	980	true
809	934	418	76	true
810	317	536	631	true
811	137	567	335	true
812	844	799	364	true
813	749	949	379	false
814	238	19	896	false
815	678	566	992	false
816	209	559	531	true
817	303	160	993	true
818	941	68	118	false
819	571	513	378	true
820	886	334	477	false
821	22	24	170	false
822	572	7	326	true
823	718	547	357	true
824	237	465	272	true
825	27	389	148	false
826	151	478	498	true
827	315	168	426	true
828	177	520	576	true
829	457	35	353	false
830	234	183	46	false
831	974	556	594	false
832	700	843	645	true
833	745	309	280	false
834	453	987	487	false
835	542	468	395	false
836	210	686	353	true
837	181	898	687	false
838	721	618	765	false
839	313	155	829	false
840	366	513	484	false
841	217	127	652	false
842	780	288	53	false
843	735	19	917	false
844	720	745	515	true
845	698	507	60	false
846	3	43	147	true
847	67	781	876	false
848	260	505	427	false
849	894	466	594	false
850	277	301	384	true
851	174	494	296	false
852	875	977	956	false
853	122	205	539	false
854	882	914	971	true
855	568	26	896	true
856	510	455	888	false
857	234	872	643	true
858	532	850	377	false
859	916	401	974	true
860	269	83	37	true
861	781	707	202	false
862	901	558	205	true
863	647	882	763	false
864	22	836	881	false
865	218	823	912	false
866	395	175	517	false
867	92	830	410	false
868	920	167	384	false
869	210	294	99	false
870	483	181	236	true
871	498	160	827	true
872	639	103	558	false
873	740	431	226	true
874	108	483	281	true
875	89	870	43	true
876	335	662	19	false
877	323	167	977	false
878	552	704	834	true
879	682	495	740	false
880	107	372	849	true
881	719	35	330	false
882	854	347	559	true
883	269	95	518	false
884	716	692	569	true
885	963	989	107	false
886	811	573	307	true
887	230	510	472	true
888	111	804	762	false
889	997	273	986	false
890	685	108	48	true
891	843	796	396	false
892	412	958	283	true
893	233	400	458	false
894	761	180	56	true
895	992	484	687	false
896	561	532	984	false
897	540	719	75	true
898	284	344	275	true
899	758	135	158	true
900	593	912	143	true
901	435	455	611	true
902	578	411	679	false
903	668	506	341	false
904	110	227	516	true
905	85	100	247	false
906	930	369	29	true
907	631	617	317	false
908	830	205	470	true
909	288	246	711	true
910	344	379	711	true
911	971	222	33	false
912	290	124	733	false
913	451	598	147	false
914	8	44	513	false
915	990	976	475	false
916	123	440	511	false
917	551	288	915	true
918	610	176	665	true
919	520	201	799	true
920	796	489	863	true
921	774	531	356	true
922	15	279	909	false
923	17	784	275	true
924	603	242	48	false
925	136	896	855	true
926	861	739	366	true
927	525	815	834	true
928	965	331	601	false
929	961	223	239	true
930	21	976	149	true
931	16	818	205	true
932	609	245	636	false
933	573	406	215	true
934	875	46	881	false
935	335	469	425	false
936	867	408	736	false
937	868	585	796	true
938	4	520	144	true
939	915	673	974	false
940	164	895	252	true
941	856	624	578	true
942	66	813	38	true
943	515	98	916	true
944	168	925	437	false
945	669	519	999	true
946	647	6	281	true
947	365	745	726	true
948	220	69	654	false
949	819	545	973	false
950	425	146	867	true
951	93	771	370	false
952	793	70	615	true
953	306	671	648	true
954	995	160	850	true
955	251	771	50	false
956	285	91	908	false
957	552	282	840	false
958	451	163	575	true
959	14	100	69	false
960	235	404	271	true
961	40	553	122	true
962	569	142	496	false
963	36	416	781	true
964	128	965	728	false
965	391	440	509	false
966	882	218	402	false
967	752	155	575	false
968	631	862	308	false
969	232	371	817	false
970	902	516	632	false
971	146	403	974	false
972	170	234	751	false
973	600	632	991	false
974	354	645	643	false
975	235	331	301	true
976	94	980	496	true
977	387	163	445	false
978	992	84	731	true
979	914	373	146	true
980	231	528	367	true
981	887	687	171	false
982	921	562	395	false
983	240	974	4	false
984	461	649	416	true
985	327	122	439	true
986	807	380	374	true
987	738	660	877	true
988	891	935	790	true
989	873	513	316	false
990	414	890	903	true
991	750	63	114	true
992	283	627	994	true
993	551	814	128	true
994	244	404	821	true
995	406	349	493	true
996	960	585	124	true
997	124	489	76	true
998	537	173	574	false
999	67	161	151	true
1000	310	723	714	false
